YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,Cause of death,Cause of death Code,DEATHS,POPULATION,Crude Rate
1999.0,Virginia,0.431,0.036000000000000004,0.0,0.0,0.385542169,0.7024,Intentional self-harm by handgun discharge,X72,158.0,7000174.0,2.3
1999.0,Virginia,0.431,0.036000000000000004,0.0,0.0,0.385542169,0.7024,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,95.0,7000174.0,1.4
1999.0,Virginia,0.431,0.036000000000000004,0.0,0.0,0.385542169,0.7024,Intentional self-harm by other and unspecified firearm discharge,X74,250.0,7000174.0,3.6
1999.0,Virginia,0.431,0.036000000000000004,0.0,0.0,0.385542169,0.7024,Assault by handgun discharge,X93,101.0,7000174.0,1.4
1999.0,Virginia,0.431,0.036000000000000004,0.0,0.0,0.385542169,0.7024,"Assault by rifle, shotgun and larger firearm discharge",X94,24.0,7000174.0,0.3
1999.0,Virginia,0.431,0.036000000000000004,0.0,0.0,0.385542169,0.7024,Assault by other and unspecified firearm discharge,X95,155.0,7000174.0,2.2
2000.0,Virginia,0.418,0.026000000000000002,0.0,0.0,0.38323353299999996,0.698835275,Intentional self-harm by handgun discharge,X72,169.0,7078515.0,2.4
2000.0,Virginia,0.418,0.026000000000000002,0.0,0.0,0.38323353299999996,0.698835275,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,84.0,7078515.0,1.2
2000.0,Virginia,0.418,0.026000000000000002,0.0,0.0,0.38323353299999996,0.698835275,Intentional self-harm by other and unspecified firearm discharge,X74,231.0,7078515.0,3.3
2000.0,Virginia,0.418,0.026000000000000002,0.0,0.0,0.38323353299999996,0.698835275,Assault by handgun discharge,X93,116.0,7078515.0,1.6
2000.0,Virginia,0.418,0.026000000000000002,0.0,0.0,0.38323353299999996,0.698835275,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,7078515.0,0.3
2000.0,Virginia,0.418,0.026000000000000002,0.0,0.0,0.38323353299999996,0.698835275,Assault by other and unspecified firearm discharge,X95,148.0,7078515.0,2.1
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,Intentional self-harm by handgun discharge,X72,168.0,7198362.0,2.3
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,74.0,7198362.0,1
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,Intentional self-harm by other and unspecified firearm discharge,X74,225.0,7198362.0,3.1
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,Assault by handgun discharge,X93,110.0,7198362.0,1.5
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,7198362.0,0.3
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,Assault by other and unspecified firearm discharge,X95,144.0,7198362.0,2
2001.0,Virginia,0.36200000000000004,0.021,0.0,0.0,0.36931818200000005,0.647342995,Legal intervention involving firearm discharge,Y35.0,10.0,7198362.0,Unreliable
2002.0,Virginia,0.386,0.02,0.0,0.0,0.38857142899999997,0.677884615,Intentional self-harm by handgun discharge,X72,154.0,7286873.0,2.1
2002.0,Virginia,0.386,0.02,0.0,0.0,0.38857142899999997,0.677884615,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,88.0,7286873.0,1.2
2002.0,Virginia,0.386,0.02,0.0,0.0,0.38857142899999997,0.677884615,Intentional self-harm by other and unspecified firearm discharge,X74,249.0,7286873.0,3.4
2002.0,Virginia,0.386,0.02,0.0,0.0,0.38857142899999997,0.677884615,Assault by handgun discharge,X93,117.0,7286873.0,1.6
2002.0,Virginia,0.386,0.02,0.0,0.0,0.38857142899999997,0.677884615,"Assault by rifle, shotgun and larger firearm discharge",X94,22.0,7286873.0,0.3
2002.0,Virginia,0.386,0.02,0.0,0.0,0.38857142899999997,0.677884615,Assault by other and unspecified firearm discharge,X95,147.0,7286873.0,2
2003.0,Virginia,0.358,0.032,0.0,0.0,0.333333333,0.622820919,Intentional self-harm by handgun discharge,X72,152.0,7366977.0,2.1
2003.0,Virginia,0.358,0.032,0.0,0.0,0.333333333,0.622820919,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,79.0,7366977.0,1.1
2003.0,Virginia,0.358,0.032,0.0,0.0,0.333333333,0.622820919,Intentional self-harm by other and unspecified firearm discharge,X74,221.0,7366977.0,3
2003.0,Virginia,0.358,0.032,0.0,0.0,0.333333333,0.622820919,Assault by handgun discharge,X93,103.0,7366977.0,1.4
2003.0,Virginia,0.358,0.032,0.0,0.0,0.333333333,0.622820919,"Assault by rifle, shotgun and larger firearm discharge",X94,26.0,7366977.0,0.4
2003.0,Virginia,0.358,0.032,0.0,0.0,0.333333333,0.622820919,Assault by other and unspecified firearm discharge,X95,207.0,7366977.0,2.8
2004.0,Virginia,0.384,0.018000000000000002,0.0,0.0,0.403508772,0.646879756,Intentional self-harm by handgun discharge,X72,173.0,7475575.0,2.3
2004.0,Virginia,0.384,0.018000000000000002,0.0,0.0,0.403508772,0.646879756,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,96.0,7475575.0,1.3
2004.0,Virginia,0.384,0.018000000000000002,0.0,0.0,0.403508772,0.646879756,Intentional self-harm by other and unspecified firearm discharge,X74,225.0,7475575.0,3
2004.0,Virginia,0.384,0.018000000000000002,0.0,0.0,0.403508772,0.646879756,Assault by handgun discharge,X93,87.0,7475575.0,1.2
2004.0,Virginia,0.384,0.018000000000000002,0.0,0.0,0.403508772,0.646879756,"Assault by rifle, shotgun and larger firearm discharge",X94,28.0,7475575.0,0.4
2004.0,Virginia,0.384,0.018000000000000002,0.0,0.0,0.403508772,0.646879756,Assault by other and unspecified firearm discharge,X95,180.0,7475575.0,2.4
2005.0,Virginia,0.408,0.044000000000000004,0.0,0.0,0.35675675700000004,0.653450808,Intentional self-harm by handgun discharge,X72,166.0,7577105.0,2.2
2005.0,Virginia,0.408,0.044000000000000004,0.0,0.0,0.35675675700000004,0.653450808,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,120.0,7577105.0,1.6
2005.0,Virginia,0.408,0.044000000000000004,0.0,0.0,0.35675675700000004,0.653450808,Intentional self-harm by other and unspecified firearm discharge,X74,225.0,7577105.0,3
2005.0,Virginia,0.408,0.044000000000000004,0.0,0.0,0.35675675700000004,0.653450808,Assault by handgun discharge,X93,122.0,7577105.0,1.6
2005.0,Virginia,0.408,0.044000000000000004,0.0,0.0,0.35675675700000004,0.653450808,"Assault by rifle, shotgun and larger firearm discharge",X94,22.0,7577105.0,0.3
2005.0,Virginia,0.408,0.044000000000000004,0.0,0.0,0.35675675700000004,0.653450808,Assault by other and unspecified firearm discharge,X95,209.0,7577105.0,2.8
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,Intentional self-harm by handgun discharge,X72,181.0,7673725.0,2.4
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,101.0,7673725.0,1.3
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,Intentional self-harm by other and unspecified firearm discharge,X74,217.0,7673725.0,2.8
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,Assault by handgun discharge,X93,95.0,7673725.0,1.2
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,"Assault by rifle, shotgun and larger firearm discharge",X94,23.0,7673725.0,0.3
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,Assault by other and unspecified firearm discharge,X95,166.0,7673725.0,2.2
2006.0,Virginia,0.373,0.035,0.0,0.0,0.388349515,0.6253731339999999,Legal intervention involving firearm discharge,Y35.0,14.0,7673725.0,Unreliable
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,Intentional self-harm by handgun discharge,X72,168.0,7751000.0,2.2
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,101.0,7751000.0,1.3
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,Intentional self-harm by other and unspecified firearm discharge,X74,218.0,7751000.0,2.8
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,Assault by handgun discharge,X93,101.0,7751000.0,1.3
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,"Assault by rifle, shotgun and larger firearm discharge",X94,18.0,7751000.0,Unreliable
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,Assault by other and unspecified firearm discharge,X95,189.0,7751000.0,2.4
2007.0,Virginia,0.36700000000000005,0.032,0.0,0.0,0.331877729,0.631336406,Legal intervention involving firearm discharge,Y35.0,13.0,7751000.0,Unreliable
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,Intentional self-harm by handgun discharge,X72,236.0,7833496.0,3
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,115.0,7833496.0,1.5
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,Intentional self-harm by other and unspecified firearm discharge,X74,173.0,7833496.0,2.2
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,Assault by handgun discharge,X93,88.0,7833496.0,1.1
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,7833496.0,0.3
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,Assault by other and unspecified firearm discharge,X95,142.0,7833496.0,1.8
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,"Other and unspecified firearm discharge, undetermined intent",Y24,13.0,7833496.0,Unreliable
2008.0,Virginia,0.37200000000000005,0.035,0.0,0.0,0.323529412,0.615591398,Legal intervention involving firearm discharge,Y35.0,11.0,7833496.0,Unreliable
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,Intentional self-harm by handgun discharge,X72,203.0,7925937.0,2.6
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,116.0,7925937.0,1.5
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,Intentional self-harm by other and unspecified firearm discharge,X74,208.0,7925937.0,2.6
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,Assault by handgun discharge,X93,112.0,7925937.0,1.4
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,"Assault by rifle, shotgun and larger firearm discharge",X94,25.0,7925937.0,0.3
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,Assault by other and unspecified firearm discharge,X95,135.0,7925937.0,1.7
2009.0,Virginia,0.359,0.032,0.0,0.0,0.322580645,0.612600536,Legal intervention involving firearm discharge,Y35.0,16.0,7925937.0,Unreliable
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,Intentional self-harm by handgun discharge,X72,222.0,8001024.0,2.8
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,124.0,8001024.0,1.5
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,Intentional self-harm by other and unspecified firearm discharge,X74,230.0,8001024.0,2.9
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,Assault by handgun discharge,X93,84.0,8001024.0,1
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,8001024.0,0.3
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,Assault by other and unspecified firearm discharge,X95,166.0,8001024.0,2.1
2010.0,Virginia,0.363,0.027999999999999997,0.0,0.0,0.319371728,0.667098446,Legal intervention involving firearm discharge,Y35.0,11.0,8001024.0,Unreliable
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,Intentional self-harm by handgun discharge,X72,249.0,8096604.0,3.1
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,105.0,8096604.0,1.3
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,Intentional self-harm by other and unspecified firearm discharge,X74,250.0,8096604.0,3.1
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,Assault by handgun discharge,X93,63.0,8096604.0,0.8
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,8096604.0,0.3
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,Assault by other and unspecified firearm discharge,X95,147.0,8096604.0,1.8
2011.0,Virginia,0.413,0.032,0.0,0.0,0.363636364,0.63546798,Legal intervention involving firearm discharge,Y35.0,15.0,8096604.0,Unreliable
2012.0,Virginia,0.397,0.026000000000000002,0.0,0.0,0.33476394800000003,0.613253012,Intentional self-harm by handgun discharge,X72,276.0,8185867.0,3.4
2012.0,Virginia,0.397,0.026000000000000002,0.0,0.0,0.33476394800000003,0.613253012,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,115.0,8185867.0,1.4
2012.0,Virginia,0.397,0.026000000000000002,0.0,0.0,0.33476394800000003,0.613253012,Intentional self-harm by other and unspecified firearm discharge,X74,196.0,8185867.0,2.4
2012.0,Virginia,0.397,0.026000000000000002,0.0,0.0,0.33476394800000003,0.613253012,Assault by handgun discharge,X93,100.0,8185867.0,1.2
2012.0,Virginia,0.397,0.026000000000000002,0.0,0.0,0.33476394800000003,0.613253012,Assault by other and unspecified firearm discharge,X95,115.0,8185867.0,1.4
2012.0,Virginia,0.397,0.026000000000000002,0.0,0.0,0.33476394800000003,0.613253012,Legal intervention involving firearm discharge,Y35.0,12.0,8185867.0,Unreliable
2013.0,Virginia,0.37,0.032,0.0,0.0,0.415254237,0.601674641,Intentional self-harm by handgun discharge,X72,285.0,8260405.0,3.5
2013.0,Virginia,0.37,0.032,0.0,0.0,0.415254237,0.601674641,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,118.0,8260405.0,1.4
2013.0,Virginia,0.37,0.032,0.0,0.0,0.415254237,0.601674641,Intentional self-harm by other and unspecified firearm discharge,X74,198.0,8260405.0,2.4
2013.0,Virginia,0.37,0.032,0.0,0.0,0.415254237,0.601674641,Assault by handgun discharge,X93,70.0,8260405.0,0.8
2013.0,Virginia,0.37,0.032,0.0,0.0,0.415254237,0.601674641,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,8260405.0,Unreliable
2013.0,Virginia,0.37,0.032,0.0,0.0,0.415254237,0.601674641,Assault by other and unspecified firearm discharge,X95,149.0,8260405.0,1.8
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,Intentional self-harm by handgun discharge,X72,316.0,8326289.0,3.8
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,126.0,8326289.0,1.5
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,Intentional self-harm by other and unspecified firearm discharge,X74,184.0,8326289.0,2.2
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,Assault by handgun discharge,X93,46.0,8326289.0,0.6
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,8326289.0,Unreliable
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,Assault by other and unspecified firearm discharge,X95,175.0,8326289.0,2.1
2014.0,Virginia,0.36200000000000004,0.035,0.0,0.0,0.339920949,0.620689655,Legal intervention involving firearm discharge,Y35.0,12.0,8326289.0,Unreliable
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,Intentional self-harm by handgun discharge,X72,301.0,8382993.0,3.6
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,109.0,8382993.0,1.3
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,Intentional self-harm by other and unspecified firearm discharge,X74,220.0,8382993.0,2.6
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,Assault by handgun discharge,X93,77.0,8382993.0,0.9
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,Assault by other and unspecified firearm discharge,X95,190.0,8382993.0,2.3
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,"Other and unspecified firearm discharge, undetermined intent",Y24,10.0,8382993.0,Unreliable
2015.0,Virginia,0.345,0.032,0.0,0.0,0.37007874,0.62037037,Legal intervention involving firearm discharge,Y35.0,12.0,8382993.0,Unreliable
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,Intentional self-harm by handgun discharge,X72,320.0,8411808.0,3.8
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,110.0,8411808.0,1.3
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,Intentional self-harm by other and unspecified firearm discharge,X74,241.0,8411808.0,2.9
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,Assault by handgun discharge,X93,122.0,8411808.0,1.5
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,"Assault by rifle, shotgun and larger firearm discharge",X94,16.0,8411808.0,Unreliable
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,Assault by other and unspecified firearm discharge,X95,215.0,8411808.0,2.6
2016.0,Virginia,0.353,0.027999999999999997,0.0,0.0,0.36842105299999994,0.642451759,Legal intervention involving firearm discharge,Y35.0,11.0,8411808.0,Unreliable
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,Handgun discharge,W32,11.0,5842564.0,Unreliable
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,Intentional self-harm by handgun discharge,X72,294.0,5842564.0,5
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,114.0,5842564.0,2
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,Intentional self-harm by other and unspecified firearm discharge,X74,42.0,5842564.0,0.7
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,Assault by handgun discharge,X93,39.0,5842564.0,0.7
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,5842564.0,Unreliable
1999.0,Washington,0.396,0.036000000000000004,0.0,0.0,0.333333333,0.609302326,Assault by other and unspecified firearm discharge,X95,56.0,5842564.0,1
2000.0,Washington,0.402,0.026000000000000002,0.0,0.0,0.364285714,0.577512777,Intentional self-harm by handgun discharge,X72,248.0,5894121.0,4.2
2000.0,Washington,0.402,0.026000000000000002,0.0,0.0,0.364285714,0.577512777,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,89.0,5894121.0,1.5
2000.0,Washington,0.402,0.026000000000000002,0.0,0.0,0.364285714,0.577512777,Intentional self-harm by other and unspecified firearm discharge,X74,53.0,5894121.0,0.9
2000.0,Washington,0.402,0.026000000000000002,0.0,0.0,0.364285714,0.577512777,Assault by handgun discharge,X93,34.0,5894121.0,0.6
2000.0,Washington,0.402,0.026000000000000002,0.0,0.0,0.364285714,0.577512777,"Assault by rifle, shotgun and larger firearm discharge",X94,16.0,5894121.0,Unreliable
2000.0,Washington,0.402,0.026000000000000002,0.0,0.0,0.364285714,0.577512777,Assault by other and unspecified firearm discharge,X95,62.0,5894121.0,1.1
2001.0,Washington,0.341,0.021,0.0,0.0,0.408450704,0.584210526,Intentional self-harm by handgun discharge,X72,248.0,5985722.0,4.1
2001.0,Washington,0.341,0.021,0.0,0.0,0.408450704,0.584210526,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,92.0,5985722.0,1.5
2001.0,Washington,0.341,0.021,0.0,0.0,0.408450704,0.584210526,Intentional self-harm by other and unspecified firearm discharge,X74,51.0,5985722.0,0.9
2001.0,Washington,0.341,0.021,0.0,0.0,0.408450704,0.584210526,Assault by handgun discharge,X93,12.0,5985722.0,Unreliable
2001.0,Washington,0.341,0.021,0.0,0.0,0.408450704,0.584210526,Assault by other and unspecified firearm discharge,X95,85.0,5985722.0,1.4
2002.0,Washington,0.36200000000000004,0.02,0.0,0.0,0.301775148,0.6012461060000001,Intentional self-harm by handgun discharge,X72,280.0,6052349.0,4.6
2002.0,Washington,0.36200000000000004,0.02,0.0,0.0,0.301775148,0.6012461060000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,105.0,6052349.0,1.7
2002.0,Washington,0.36200000000000004,0.02,0.0,0.0,0.301775148,0.6012461060000001,Intentional self-harm by other and unspecified firearm discharge,X74,52.0,6052349.0,0.9
2002.0,Washington,0.36200000000000004,0.02,0.0,0.0,0.301775148,0.6012461060000001,Assault by handgun discharge,X93,16.0,6052349.0,Unreliable
2002.0,Washington,0.36200000000000004,0.02,0.0,0.0,0.301775148,0.6012461060000001,Assault by other and unspecified firearm discharge,X95,86.0,6052349.0,1.4
2003.0,Washington,0.38299999999999995,0.032,0.0,0.0,0.39751552799999995,0.579439252,Intentional self-harm by handgun discharge,X72,294.0,6104115.0,4.8
2003.0,Washington,0.38299999999999995,0.032,0.0,0.0,0.39751552799999995,0.579439252,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,130.0,6104115.0,2.1
2003.0,Washington,0.38299999999999995,0.032,0.0,0.0,0.39751552799999995,0.579439252,Intentional self-harm by other and unspecified firearm discharge,X74,12.0,6104115.0,Unreliable
2003.0,Washington,0.38299999999999995,0.032,0.0,0.0,0.39751552799999995,0.579439252,Assault by handgun discharge,X93,23.0,6104115.0,0.4
2003.0,Washington,0.38299999999999995,0.032,0.0,0.0,0.39751552799999995,0.579439252,"Assault by rifle, shotgun and larger firearm discharge",X94,15.0,6104115.0,Unreliable
2003.0,Washington,0.38299999999999995,0.032,0.0,0.0,0.39751552799999995,0.579439252,Assault by other and unspecified firearm discharge,X95,73.0,6104115.0,1.2
2004.0,Washington,0.369,0.018000000000000002,0.0,0.0,0.356020942,0.5555555560000001,Intentional self-harm by handgun discharge,X72,296.0,6178645.0,4.8
2004.0,Washington,0.369,0.018000000000000002,0.0,0.0,0.356020942,0.5555555560000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,115.0,6178645.0,1.9
2004.0,Washington,0.369,0.018000000000000002,0.0,0.0,0.356020942,0.5555555560000001,Intentional self-harm by other and unspecified firearm discharge,X74,12.0,6178645.0,Unreliable
2004.0,Washington,0.369,0.018000000000000002,0.0,0.0,0.356020942,0.5555555560000001,Assault by handgun discharge,X93,45.0,6178645.0,0.7
2004.0,Washington,0.369,0.018000000000000002,0.0,0.0,0.356020942,0.5555555560000001,"Assault by rifle, shotgun and larger firearm discharge",X94,15.0,6178645.0,Unreliable
2004.0,Washington,0.369,0.018000000000000002,0.0,0.0,0.356020942,0.5555555560000001,Assault by other and unspecified firearm discharge,X95,62.0,6178645.0,1
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,Intentional self-harm by handgun discharge,X72,248.0,6257305.0,4
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,111.0,6257305.0,1.8
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,Intentional self-harm by other and unspecified firearm discharge,X74,39.0,6257305.0,0.6
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,Assault by handgun discharge,X93,43.0,6257305.0,0.7
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,"Assault by rifle, shotgun and larger firearm discharge",X94,17.0,6257305.0,Unreliable
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,Assault by other and unspecified firearm discharge,X95,81.0,6257305.0,1.3
2005.0,Washington,0.364,0.044000000000000004,0.0,0.0,0.222891566,0.5503048779999999,Legal intervention involving firearm discharge,Y35.0,12.0,6257305.0,Unreliable
2006.0,Washington,0.359,0.035,0.0,0.0,0.21468926600000002,0.568037975,Intentional self-harm by handgun discharge,X72,262.0,6370753.0,4.1
2006.0,Washington,0.359,0.035,0.0,0.0,0.21468926600000002,0.568037975,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,79.0,6370753.0,1.2
2006.0,Washington,0.359,0.035,0.0,0.0,0.21468926600000002,0.568037975,Intentional self-harm by other and unspecified firearm discharge,X74,56.0,6370753.0,0.9
2006.0,Washington,0.359,0.035,0.0,0.0,0.21468926600000002,0.568037975,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,6370753.0,Unreliable
2006.0,Washington,0.359,0.035,0.0,0.0,0.21468926600000002,0.568037975,Assault by other and unspecified firearm discharge,X95,103.0,6370753.0,1.6
2007.0,Washington,0.361,0.032,0.0,0.0,0.226315789,0.548148148,Intentional self-harm by handgun discharge,X72,233.0,6461587.0,3.6
2007.0,Washington,0.361,0.032,0.0,0.0,0.226315789,0.548148148,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,94.0,6461587.0,1.5
2007.0,Washington,0.361,0.032,0.0,0.0,0.226315789,0.548148148,Intentional self-harm by other and unspecified firearm discharge,X74,86.0,6461587.0,1.3
2007.0,Washington,0.361,0.032,0.0,0.0,0.226315789,0.548148148,Assault by handgun discharge,X93,11.0,6461587.0,Unreliable
2007.0,Washington,0.361,0.032,0.0,0.0,0.226315789,0.548148148,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,6461587.0,Unreliable
2007.0,Washington,0.361,0.032,0.0,0.0,0.226315789,0.548148148,Assault by other and unspecified firearm discharge,X95,100.0,6461587.0,1.5
2008.0,Washington,0.38,0.035,0.0,0.0,0.23809523800000001,0.562857143,Intentional self-harm by handgun discharge,X72,211.0,6562231.0,3.2
2008.0,Washington,0.38,0.035,0.0,0.0,0.23809523800000001,0.562857143,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,104.0,6562231.0,1.6
2008.0,Washington,0.38,0.035,0.0,0.0,0.23809523800000001,0.562857143,Intentional self-harm by other and unspecified firearm discharge,X74,124.0,6562231.0,1.9
2008.0,Washington,0.38,0.035,0.0,0.0,0.23809523800000001,0.562857143,Assault by handgun discharge,X93,14.0,6562231.0,Unreliable
2008.0,Washington,0.38,0.035,0.0,0.0,0.23809523800000001,0.562857143,Assault by other and unspecified firearm discharge,X95,104.0,6562231.0,1.6
